,Assessor Neighborhood,Closed Roll Year,Assessed Land Value,Pct Change
145,Downtown,2012.0,356802.41768985905,0
146,Downtown,2013.0,387339.9988649262,0
147,Downtown,2014.0,413642.9599099099,0
148,Downtown,2015.0,432624.3892511806,0
149,Downtown,2016.0,457311.4643416052,0
150,Duboce Triangle,2007.0,358107.0816901408,0
151,Duboce Triangle,2008.0,385705.04608938546,0
152,Duboce Triangle,2009.0,407273.82344827586,0
153,Duboce Triangle,2010.0,428566.878248974,0
154,Duboce Triangle,2011.0,442492.5208613728,0
155,Duboce Triangle,2012.0,474638.96472184535,0
156,Duboce Triangle,2013.0,478395.15803452855,0
157,Duboce Triangle,2014.0,471015.6835443038,0
158,Duboce Triangle,2015.0,504149.7804265997,0
159,Duboce Triangle,2016.0,536320.3796856106,0
160,Eureka Valley/Dolores Heights,2007.0,322382.81361636036,0
161,Eureka Valley/Dolores Heights,2008.0,348609.3340184995,0
162,Eureka Valley/Dolores Heights,2009.0,370905.47554763115,0
163,Eureka Valley/Dolores Heights,2010.0,385126.48098377284,0
164,Eureka Valley/Dolores Heights,2011.0,398960.08974035794,0
165,Eureka Valley/Dolores Heights,2012.0,430914.6582278481,0
166,Eureka Valley/Dolores Heights,2013.0,449594.39751552796,0
167,Eureka Valley/Dolores Heights,2014.0,469630.4371023005,0
168,Eureka Valley/Dolores Heights,2015.0,500993.0749818005,0
169,Eureka Valley/Dolores Heights,2016.0,535677.5630455868,0
170,Excelsior,2007.0,148926.16874777025,0
171,Excelsior,2008.0,157575.18887105404,0
172,Excelsior,2009.0,160484.7437766714,0
173,Excelsior,2010.0,159672.21395514417,0
174,Excelsior,2011.0,169683.12219850588,0
175,Excelsior,2012.0,171672.85269524995,0
176,Excelsior,2013.0,176756.572265625,0
177,Excelsior,2014.0,187218.6146740096,0
178,Excelsior,2015.0,200538.82365476826,0
179,Excelsior,2016.0,214011.13922926656,0
180,Financial District North,2007.0,2644313.577484364,0
181,Financial District North,2008.0,3178290.3363136174,0
182,Financial District North,2009.0,3321722.2652501715,0
183,Financial District North,2010.0,3586261.656142759,0
184,Financial District North,2011.0,3566222.6267123288,0
185,Financial District North,2012.0,3580405.3790267305,0
186,Financial District North,2013.0,3690577.370801919,0
187,Financial District North,2014.0,3736700.117888965,0
188,Financial District North,2015.0,3872218.5709389993,0
189,Financial District North,2016.0,4339056.985626283,0
190,Financial District South,2007.0,1022518.3370267774,0
191,Financial District South,2008.0,1057585.1311475409,0
192,Financial District South,2009.0,1350745.088591184,0
193,Financial District South,2010.0,1242563.1672308734,0
194,Financial District South,2011.0,1270051.4114459872,0
195,Financial District South,2012.0,1381463.6529989834,0
196,Financial District South,2013.0,1416785.3879485442,0
197,Financial District South,2014.0,1617034.7325660123,0
198,Financial District South,2015.0,1492878.8292464116,0
199,Financial District South,2016.0,1470701.893851668,0
200,Forest Hill,2007.0,325625.2023233301,0
201,Forest Hill,2008.0,353934.7029126214,0
202,Forest Hill,2009.0,365838.6436222006,0
203,Forest Hill,2010.0,366116.13951219514,0
204,Forest Hill,2011.0,381578.4105571848,0
205,Forest Hill,2012.0,401326.0589390963,0
206,Forest Hill,2013.0,412892.18567103933,0
207,Forest Hill,2014.0,477143.98084815324,0
208,Forest Hill,2015.0,514016.4173441734,0
209,Forest Hill,2016.0,548114.0366350068,0
210,Forest Hill Extension,2007.0,249169.59742120345,0
211,Forest Hill Extension,2008.0,265819.05706134095,0
212,Forest Hill Extension,2009.0,281964.0459770115,0
213,Forest Hill Extension,2010.0,279838.1795977011,0
214,Forest Hill Extension,2011.0,291988.1767241379,0
215,Forest Hill Extension,2012.0,306590.0517241379,0
216,Forest Hill Extension,2013.0,318825.55395683454,0
217,Forest Hill Extension,2014.0,334816.94759825326,0
218,Forest Hill Extension,2015.0,350968.59534206695,0
219,Forest Hill Extension,2016.0,380787.7481804949,0
220,Forest Knolls,2007.0,247007.47338403043,0
221,Forest Knolls,2008.0,283995.83269961976,0
222,Forest Knolls,2009.0,301677.92395437264,0
223,Forest Knolls,2010.0,317105.1330798479,0
224,Forest Knolls,2011.0,333460.0551330798,0
225,Forest Knolls,2012.0,352654.7661596958,0
226,Forest Knolls,2013.0,368382.4049429658,0
227,Forest Knolls,2014.0,386308.27376425854,0
228,Forest Knolls,2015.0,436464.94696969696,0
229,Forest Knolls,2016.0,458681.98295454547,0
230,Glen Park,2007.0,222703.16558068225,0
231,Glen Park,2008.0,249422.46846153846,0
232,Glen Park,2009.0,260265.16945288755,0
233,Glen Park,2010.0,270315.2575238095,0
234,Glen Park,2011.0,278990.878607421,0
235,Glen Park,2012.0,293963.95098784193,0
236,Glen Park,2013.0,306351.15343915345,0
237,Glen Park,2014.0,325954.5017026107,0
238,Glen Park,2015.0,356082.16383540956,0
239,Glen Park,2016.0,384803.5298535486,0
240,Golden Gate Heights,2007.0,213019.63340724315,0
241,Golden Gate Heights,2008.0,225021.9903917221,0
242,Golden Gate Heights,2009.0,234461.02999268472,0
243,Golden Gate Heights,2010.0,245102.97428361498,0
244,Golden Gate Heights,2011.0,254303.98383541513,0
245,Golden Gate Heights,2012.0,265229.5062454078,0
246,Golden Gate Heights,2013.0,277620.46774193546,0
247,Golden Gate Heights,2014.0,299835.4945054945,0
248,Golden Gate Heights,2015.0,317901.87856620335,0
249,Golden Gate Heights,2016.0,341101.3004385965,0
250,Haight Ashbury,2007.0,266865.43731019524,0
251,Haight Ashbury,2008.0,295156.807145932,0
252,Haight Ashbury,2009.0,317740.4931271478,0
253,Haight Ashbury,2010.0,335199.8797280068,0
254,Haight Ashbury,2011.0,349530.7091599831,0
255,Haight Ashbury,2012.0,364659.5149978876,0
256,Haight Ashbury,2013.0,381530.1707011686,0
257,Haight Ashbury,2014.0,392435.2274233637,0
258,Haight Ashbury,2015.0,412984.5050875051,0
259,Haight Ashbury,2016.0,440229.3613821138,0
260,Hayes Valley,2007.0,296898.5125376128,0
261,Hayes Valley,2008.0,330275.8949454906,0
262,Hayes Valley,2009.0,347530.61773399013,0
263,Hayes Valley,2010.0,361103.68642822147,0
264,Hayes Valley,2011.0,372836.3651741294,0
265,Hayes Valley,2012.0,393870.3295,0
266,Hayes Valley,2013.0,407516.0490529383,0
267,Hayes Valley,2014.0,379618.80831903947,0
268,Hayes Valley,2015.0,449677.9711538461,0
269,Hayes Valley,2016.0,471214.68686041754,0
270,Hunters Point,2007.0,131197.69852941178,0
271,Hunters Point,2008.0,136930.17453069508,0
272,Hunters Point,2009.0,166666.21146044624,0
273,Hunters Point,2010.0,172047.35714285713,0
274,Hunters Point,2011.0,162523.08953033268,0
275,Hunters Point,2012.0,158954.99563318776,0
276,Hunters Point,2013.0,154556.68293736503,0
277,Hunters Point,2014.0,153875.7363872083,0
278,Hunters Point,2015.0,166517.43358085808,0
279,Hunters Point,2016.0,213390.39460305046,0
280,Ingleside,2007.0,139956.0112244898,0
281,Ingleside,2008.0,149648.67548321464,0
282,Ingleside,2009.0,154299.3630346232,0
283,Ingleside,2010.0,156702.1115071283,0
284,Ingleside,2011.0,161518.3630346232,0
285,Ingleside,2012.0,169398.52138492872,0
286,Ingleside,2013.0,175828.53258655805,0
287,Ingleside,2014.0,186952.96339603458,0
288,Ingleside,2015.0,197977.3591047813,0
289,Ingleside,2016.0,210880.3082400814,0
290,Ingleside Heights,2007.0,164813.58333333334,0
291,Ingleside Heights,2008.0,175069.85104166667,0
292,Ingleside Heights,2009.0,171700.496875,0
293,Ingleside Heights,2010.0,171375.50208333333,0
294,Ingleside Heights,2011.0,163219.44913627638,0
295,Ingleside Heights,2012.0,177093.0140625,0
296,Ingleside Heights,2013.0,178849.65833333333,0
297,Ingleside Heights,2014.0,201744.63229166667,0
298,Ingleside Heights,2015.0,215651.07760416667,0
299,Ingleside Heights,2016.0,224515.85260416666,0
300,Ingleside Terrace,2007.0,227586.46102150538,0
301,Ingleside Terrace,2008.0,247797.71774193548,0
302,Ingleside Terrace,2009.0,264000.64919354836,0
303,Ingleside Terrace,2010.0,266893.7755376344,0
304,Ingleside Terrace,2011.0,275703.44623655913,0
305,Ingleside Terrace,2012.0,285441.251344086,0
306,Ingleside Terrace,2013.0,299835.20107238606,0
307,Ingleside Terrace,2014.0,326934.7707774799,0
308,Ingleside Terrace,2015.0,351266.29356568365,0
309,Ingleside Terrace,2016.0,384685.43029490614,0
310,Inner Mission,2007.0,248165.6992238981,0
311,Inner Mission,2008.0,279301.11703682056,0
312,Inner Mission,2009.0,295459.73843262,0
313,Inner Mission,2010.0,288617.15446820174,0
314,Inner Mission,2011.0,300062.89793122344,0
315,Inner Mission,2012.0,320337.6013708019,0
316,Inner Mission,2013.0,343919.44035704626,0
317,Inner Mission,2014.0,350889.87696404796,0
318,Inner Mission,2015.0,364617.068628711,0
319,Inner Mission,2016.0,409024.614875191,0
320,Inner Parkside,2007.0,212443.68806699233,0
321,Inner Parkside,2008.0,228313.57780879273,0
322,Inner Parkside,2009.0,242108.94769874477,0
323,Inner Parkside,2010.0,246238.32613240418,0
324,Inner Parkside,2011.0,255986.59251559252,0
325,Inner Parkside,2012.0,271064.90492713393,0
326,Inner Parkside,2013.0,277783.51839000697,0
327,Inner Parkside,2014.0,295799.10263522883,0
328,Inner Parkside,2015.0,318931.67891816923,0
329,Inner Parkside,2016.0,335500.2080443828,0
330,Inner Richmond,2007.0,260863.03295750218,0
331,Inner Richmond,2008.0,274579.25657894736,0
332,Inner Richmond,2009.0,295527.58142857143,0
333,Inner Richmond,2010.0,306209.4721030043,0
334,Inner Richmond,2011.0,315388.5406712173,0
335,Inner Richmond,2012.0,329123.8744305239,0
336,Inner Richmond,2013.0,341393.61155152885,0
337,Inner Richmond,2014.0,354023.49901102006,0
338,Inner Richmond,2015.0,377333.1462037821,0
339,Inner Richmond,2016.0,400669.66807076667,0
340,Inner Sunset,2007.0,222422.6403229753,0
341,Inner Sunset,2008.0,242565.39280469896,0
342,Inner Sunset,2009.0,258011.27679222357,0
343,Inner Sunset,2010.0,262581.1199902842,0
344,Inner Sunset,2011.0,270334.83276863507,0
345,Inner Sunset,2012.0,285141.78602620086,0
346,Inner Sunset,2013.0,298540.99758861825,0
347,Inner Sunset,2014.0,313089.0113334941,0
348,Inner Sunset,2015.0,328996.1623111963,0
349,Inner Sunset,2016.0,344436.307342741,0
350,Jordan Park/Laurel Heights,2007.0,383009.94730941707,0
351,Jordan Park/Laurel Heights,2008.0,419160.71380846325,0
352,Jordan Park/Laurel Heights,2009.0,430675.45059717697,0
353,Jordan Park/Laurel Heights,2010.0,444982.11500547646,0
354,Jordan Park/Laurel Heights,2011.0,454561.2622415669,0
355,Jordan Park/Laurel Heights,2012.0,485665.33515283844,0
356,Jordan Park/Laurel Heights,2013.0,508941.6282051282,0
357,Jordan Park/Laurel Heights,2014.0,528762.8437832093,0
358,Jordan Park/Laurel Heights,2015.0,568872.2940552017,0
359,Jordan Park/Laurel Heights,2016.0,604172.4893842888,0
360,Lake --The Presidio,2007.0,336394.6742344245,0
361,Lake --The Presidio,2008.0,357013.4722654225,0
362,Lake --The Presidio,2009.0,386006.08411214955,0
363,Lake --The Presidio,2010.0,393346.172987013,0
364,Lake --The Presidio,2011.0,407700.7177628172,0
365,Lake --The Presidio,2012.0,422759.6654620547,0
366,Lake --The Presidio,2013.0,438877.49897854956,0
367,Lake --The Presidio,2014.0,464123.51505870343,0
368,Lake --The Presidio,2015.0,492922.7313735428,0
369,Lake --The Presidio,2016.0,525258.7667004048,0
370,Lake Shore,2007.0,267230.92893835617,0
371,Lake Shore,2008.0,282757.0068493151,0
372,Lake Shore,2009.0,295040.14469178085,0
373,Lake Shore,2010.0,308142.3244863014,0
374,Lake Shore,2012.0,336250.2440068493,0
375,Lake Shore,2013.0,344243.16780821915,0
376,Lake Shore,2014.0,358644.49143835617,0
377,Lake Shore,2015.0,383652.27311643836,0
378,Lake Shore,2016.0,405115.5616438356,0
379,Lakeside,2007.0,245602.35025380712,0
380,Lakeside,2008.0,262281.65084745764,0
381,Lakeside,2009.0,270766.706779661,0
382,Lakeside,2010.0,276278.60508474574,0
383,Lakeside,2012.0,304480.9644067797,0
384,Lakeside,2013.0,316846.5847457627,0
385,Lakeside,2014.0,332975.8355932203,0
386,Lakeside,2015.0,348006.30677966104,0
387,Lakeside,2016.0,369987.61694915255,0
388,Lone Mountain,2007.0,234451.0435383552,0
389,Lone Mountain,2008.0,256493.0805785124,0
390,Lone Mountain,2009.0,272615.4628610729,0
391,Lone Mountain,2010.0,284241.2580424367,0
392,Lone Mountain,2011.0,294906.8281998631,0
393,Lone Mountain,2012.0,302922.1562714188,0
394,Lone Mountain,2013.0,316340.9247606019,0
395,Lone Mountain,2014.0,329790.61638225254,0
396,Lone Mountain,2015.0,357248.3025956284,0
397,Lone Mountain,2016.0,382272.3671662125,0
398,Lower Pacific Heights,2007.0,290080.6552486188,0
399,Lower Pacific Heights,2008.0,316623.13984743913,0
400,Lower Pacific Heights,2009.0,341782.3633741889,0
401,Lower Pacific Heights,2010.0,355503.0799711816,0
402,Lower Pacific Heights,2011.0,363644.65718401154,0
403,Lower Pacific Heights,2012.0,387242.36366919463,0
404,Lower Pacific Heights,2013.0,405723.4926811853,0
405,Lower Pacific Heights,2014.0,432758.5833629577,0
406,Lower Pacific Heights,2015.0,464476.03886925796,0
407,Lower Pacific Heights,2016.0,467876.8123076923,0
408,Marina,2007.0,417058.44953789277,0
409,Marina,2008.0,457094.15845588234,0
410,Marina,2009.0,498067.8305830583,0
411,Marina,2010.0,510889.51262349065,0
412,Marina,2011.0,522087.52851434797,0
413,Marina,2012.0,551994.8401310998,0
414,Marina,2013.0,575636.1819164265,0
415,Marina,2014.0,605052.6868940754,0
416,Marina,2015.0,646166.9171724385,0
417,Marina,2016.0,682746.0530222694,0
418,Merced Heights,2007.0,145706.93756194253,0
419,Merced Heights,2008.0,153802.2418235877,0
420,Merced Heights,2009.0,156488.13379583746,0
421,Merced Heights,2010.0,159253.37958374628,0
422,Merced Heights,2011.0,162933.53518334986,0
423,Merced Heights,2012.0,175564.29236868187,0
424,Merced Heights,2013.0,178151.4667988107,0
425,Merced Heights,2014.0,194944.72844400397,0
426,Merced Heights,2015.0,204525.6521308226,0
427,Merced Heights,2016.0,218960.3042616452,0
428,Merced Manor,2007.0,264933.28115942026,0
429,Merced Manor,2008.0,284403.3101449275,0
430,Merced Manor,2009.0,295937.62028985505,0
431,Merced Manor,2010.0,296794.9768115942,0
432,Merced Manor,2012.0,328151.0,0
433,Merced Manor,2013.0,337691.74855491327,0
434,Merced Manor,2014.0,360863.37861271674,0
435,Merced Manor,2015.0,391902.70231213875,0
436,Merced Manor,2016.0,411291.28034682083,0
437,Midtown Terrace,2007.0,185137.00106496274,0
438,Midtown Terrace,2008.0,203228.3191940615,0
439,Midtown Terrace,2009.0,215654.79064824653,0
440,Midtown Terrace,2010.0,219231.61317747078,0
441,Midtown Terrace,2011.0,233368.422008547,0
442,Midtown Terrace,2012.0,244991.56944444444,0
443,Midtown Terrace,2013.0,258931.24338624338,0
444,Midtown Terrace,2014.0,264509.43011811026,0
445,Midtown Terrace,2015.0,281078.9743589744,0
446,Midtown Terrace,2016.0,301071.0631163708,0
447,Miraloma Park,2007.0,212973.6944,0
448,Miraloma Park,2008.0,232019.6656,0
449,Miraloma Park,2009.0,243384.60046948356,0
450,Miraloma Park,2010.0,246630.27759511507,0
451,Miraloma Park,2011.0,255138.5986872949,0
452,Miraloma Park,2012.0,266743.2153918348,0
453,Miraloma Park,2013.0,277421.5849765258,0
454,Miraloma Park,2014.0,289635.1118421053,0
455,Miraloma Park,2015.0,310667.5037558685,0
456,Miraloma Park,2016.0,340174.75622357917,0
457,Mission Bay,2007.0,571093.454719144,0
458,Mission Bay,2008.0,591989.7807153966,0
459,Mission Bay,2009.0,618096.2479976268,0
460,Mission Bay,2010.0,693428.7883190883,0
461,Mission Bay,2011.0,604300.2492522433,0
462,Mission Bay,2012.0,674416.1808537509,0
463,Mission Bay,2013.0,699480.2239179384,0
464,Mission Bay,2014.0,715110.8370646766,0
465,Mission Bay,2015.0,721135.3244693258,0
466,Mission Bay,2016.0,787160.1114998834,0
467,Mission Dolores,2007.0,263433.66263736266,0
468,Mission Dolores,2008.0,297949.1154672395,0
469,Mission Dolores,2009.0,316692.9968304279,0
470,Mission Dolores,2010.0,322162.69098488794,0
471,Mission Dolores,2011.0,332193.7497393118,0
472,Mission Dolores,2012.0,350268.4113957135,0
473,Mission Dolores,2013.0,356998.3622892182,0
474,Mission Dolores,2014.0,367443.78564405115,0
475,Mission Dolores,2015.0,378397.83253588516,0
476,Mission Dolores,2016.0,412155.6008482564,0
477,Mission Terrace,2007.0,158993.29662317727,0
478,Mission Terrace,2008.0,170775.17229470453,0
479,Mission Terrace,2009.0,176389.65209052552,0
480,Mission Terrace,2010.0,179774.66973532797,0
481,Mission Terrace,2011.0,188918.26704980843,0
482,Mission Terrace,2012.0,199253.6315184049,0
483,Mission Terrace,2013.0,202730.81096625768,0
484,Mission Terrace,2014.0,214961.86584898428,0
485,Mission Terrace,2015.0,228188.06360153257,0
486,Mission Terrace,2016.0,245679.09808429118,0
487,Monterey Heights,2007.0,373488.92698412697,0
488,Monterey Heights,2008.0,397707.4253968254,0
489,Monterey Heights,2009.0,419412.0444444445,0
490,Monterey Heights,2010.0,426595.6222222222,0
491,Monterey Heights,2011.0,440236.25396825396,0
492,Monterey Heights,2012.0,452056.3396825397,0
493,Monterey Heights,2013.0,474912.9492063492,0
494,Monterey Heights,2014.0,506162.453968254,0
495,Monterey Heights,2015.0,533987.746031746,0
496,Monterey Heights,2016.0,577747.3714285714,0
497,Mount Davidson Manor,2007.0,228722.6342105263,0
498,Mount Davidson Manor,2008.0,242604.43289473685,0
499,Mount Davidson Manor,2009.0,257281.88815789475,0
500,Mount Davidson Manor,2010.0,260163.4894736842,0
501,Mount Davidson Manor,2011.0,269055.2947368421,0
502,Mount Davidson Manor,2012.0,277229.4342105263,0
503,Mount Davidson Manor,2013.0,287712.96710526315,0
504,Mount Davidson Manor,2014.0,310353.1152317881,0
505,Mount Davidson Manor,2015.0,328636.85714285716,0
506,Mount Davidson Manor,2016.0,347610.47284768213,0
507,Nob Hill,2007.0,349129.7181308411,0
508,Nob Hill,2008.0,381072.7332345313,0
509,Nob Hill,2009.0,402595.6840354767,0
510,Nob Hill,2010.0,427523.7103145574,0
511,Nob Hill,2011.0,435408.8353457739,0
512,Nob Hill,2012.0,466587.2903698279,0
513,Nob Hill,2013.0,492819.9430032883,0
514,Nob Hill,2014.0,487947.67741935485,0
515,Nob Hill,2015.0,546256.2334024897,0
516,Nob Hill,2016.0,586126.283839779,0
517,Noe Valley,2007.0,281727.5400770038,0
518,Noe Valley,2008.0,317285.9754558205,0
519,Noe Valley,2009.0,342367.3590948651,0
520,Noe Valley,2010.0,345398.4178012253,0
521,Noe Valley,2011.0,364676.2065904046,0
522,Noe Valley,2012.0,384978.46398088086,0
523,Noe Valley,2013.0,408274.7053934871,0
524,Noe Valley,2014.0,426430.85923064,0
525,Noe Valley,2015.0,459559.7818333333,0
526,Noe Valley,2016.0,498960.24684385385,0
527,North Beach,2007.0,293967.7918948521,0
528,North Beach,2008.0,316533.09549945116,0
529,North Beach,2009.0,349707.2112211221,0
530,North Beach,2010.0,356840.886214442,0
531,North Beach,2011.0,352989.81291028444,0
532,North Beach,2012.0,375693.3614457831,0
533,North Beach,2013.0,406872.940411701,0
534,North Beach,2014.0,422114.1780673181,0
535,North Beach,2015.0,446399.67280606716,0
536,North Beach,2016.0,463071.9121114684,0
537,North Waterfront,2007.0,623742.204735376,0
538,North Waterfront,2008.0,707188.8119777159,0
539,North Waterfront,2009.0,673014.7569269522,0
540,North Waterfront,2010.0,734617.9569620253,0
541,North Waterfront,2011.0,867270.2109704642,0
542,North Waterfront,2012.0,791237.8860759494,0
543,North Waterfront,2013.0,840680.3658227848,0
544,North Waterfront,2014.0,898735.4734177216,0
545,North Waterfront,2015.0,953461.6493670886,0
546,North Waterfront,2016.0,1007685.7742749054,0
547,Oceanview,2007.0,152415.27805178793,0
548,Oceanview,2008.0,166156.036877689,0
549,Oceanview,2009.0,165018.15313653136,0
550,Oceanview,2010.0,168846.56265356267,0
551,Oceanview,2011.0,176591.45390070922,0
552,Oceanview,2012.0,175341.38291333744,0
553,Oceanview,2013.0,177657.86458333334,0
554,Oceanview,2014.0,196400.36151960783,0
555,Oceanview,2015.0,211261.20526960783,0
556,Oceanview,2016.0,219116.4343373494,0
557,Outer Mission,2007.0,140347.00419874038,0
558,Outer Mission,2008.0,150308.7890516039,0
559,Outer Mission,2009.0,154681.91357592723,0
